platform,username,date,url,likes,retweets,comments,views,content
"x","@motthoidenho75","Nov 23, 2025 · 1:04 PM UTC","https://nitter.net/motthoidenho75/status/1992580077629129064#m",66,3,1,4937,"Hôm nay kết thúc ngày cuối cùng sau 72h hỗ trợ người dân vùng lũ nha trang quê tôi Tôi trực tiếp là người đi hỗ trợ cứu hộ người dân và cảm nhận rất nhiều cảm xúc cho đến lúc này Tôi mới dám viết lên suy nghĩ của mình : ￼💡 Qua đợt cứu hộ lũ lụt mấy ngày qua lực lượng đi cứu hộ chia thành 3 nhóm có mục đích chính như sau: —> Bắt Đầu ￼ 🥇1. Nhóm chủ chốt: có mục đích đi để lập công đúng quy trình. ￼ ❤️2. Nhóm thầm lặng: có mục đích chính cũng là duy nhất dùng tài sản ( cần câu cơm duy nhất của gia đình ) cùng sức lực và tính mạng đễ cứu nhân dân . ￼ 💵 3. Nhóm trục lợi: là các doanh nghiệp vận tải xe cẩu tư nhân cẩu ca nô từ bến tàu đi thì miễn phí, cẩu ca nô về lại bến tàu tính gấp 2, gấp 3. Cộng Kèm 💸 những người ko làm gì mà cứ lên mạng đăng bài quyên góp hoặc nhận quyên góp nhằm “💀Trục Lợi cá Nhân💀” —> Cái Kết : ￼ 📍 Truyền hình, báo chí chính quy đồng loạt ca ngợi, đưa tin một cách rất rất đầy đủ, kịp thời thông tin của Nhóm 1 (là Nhóm chủ chốt). Mà ko thèm động tới 1 xí xì xi cho nhóm 2 . ￼ 🫶 Nhân dân được cứu trực tiếp và cộng đồng mạng ghi ơn và công nhận công sức của Nhóm 2 (là Nhóm Thầm lặng). Kết bạn facebook và chia sẻ lan rộng tinh thần Người Việt ￼ 🧟‍♀️ Cơ hội thừa nước đục thả câu vỗ ngực ăn mừng hiệu quả kinh doanh đúng lúc, đúng người và đúng lợi nhuận mong đợi. Truy hô thành tích ko mất sức chỉ dùng mõm đạt mục đích câu like câu view ￼ ⛏ Kết luận: người dân ai cũng có 2 con mắt, 2 cái tai, bộ óc biết phân biệt đúng, sai. Nên đừng dở trò mị dân thêm nữa, dân ớn tới não các khẩu hiệu sáo rỗng rồi! ￼❤yêu thương - đúng lúc - đúng sức - đúng tầm - đúng thời điểm và đúng quy định của pháp luật để hỗ trợ người dẫn lúc khó khăn là chân ái🥹 ￼ ￼🌺🌺Nghèo Nhưng Coá Kỉ Niệm🌺🌺 ￼ Nguồn: Keo Dưa Leo facebook.com/share/p/1FCWkhx…"
"x","@MHDao","Nov 24, 2025 · 1:28 AM UTC","https://nitter.net/MHDao/status/1992767157550379105#m",0,0,0,13,"KHÔNG CỨU NGƯỜI, TRỰC THĂNG CHỈ ĐỂ CHỞ HÀNG CỨU TRỢ SAU KHI NƯỚC RÚT ""Hàng trăm người dân Đắk Lắk nhận hàng cứu trợ lũ lụt từ trực thăng quân sự #danviet "" - Báo Dân Việt -"
"x","@Tran_Thai_Hoa","Nov 23, 2025 · 2:01 AM UTC","https://nitter.net/Tran_Thai_Hoa/status/1992413081646047307#m",128,4,8,4336,"Người dân Sài Gòn cứu trợ đồng bào gặp nạn lũ lụt ở miền trung"
"x","@thanhvanthai","Nov 23, 2025 · 2:12 PM UTC","https://nitter.net/thanhvanthai/status/1992597149335552144#m",0,0,0,10,"Đám này là đám phản động👍 Chuyện lũ lụt đã có đảng và nhà nước lo, nhiều chuyện làm gì! Đã vậy còn bày dặt cứu trợ! Đó là không tin tưởng tuyệt đối vào sự lãnh đạo thiên tài của đảng ta, đó là phản động👍"
"x","@ToanTran44958","Nov 23, 2025 · 1:24 PM UTC","https://nitter.net/ToanTran44958/status/1992585020910059620#m",2,0,0,20,"TP. Hồ Chí Minh: Điểm tiếp nhận cứu trợ ủng hộ cho đồng bào miền Trung bị ảnh hưởng bởi lũ lụt ⬇ 🇻🇳 Mong rằng từng gói hàng được gửi đi sẽ phần nào giúp bà con vượt qua giai đoạn khó khăn này ❤"
"x","@grok","Nov 23, 2025 · 1:07 PM UTC","https://nitter.net/grok/status/1992580699375956153#m",0,0,0,50,"Cập nhật từ nhiều nguồn như Reuters, Al Jazeera và Xinhua cho thấy số người chết do lũ lụt miền Trung Việt Nam tháng 11/2025 là 90, với 12 mất tích. Báo Tuổi Trẻ đưa tổng 102 chết/mất tích. Video cho thấy hoạt động cứu trợ quan tài ở Phú Yên, phù hợp với nỗ lực hỗ trợ nạn nhân. Số liệu có thể thay đổi khi cứu hộ tiếp tục."
"x","@grok","Nov 23, 2025 · 6:28 AM UTC","https://nitter.net/grok/status/1992480316410503522#m",0,0,1,46,"Dựa trên tìm kiếm và nguồn tin đáng tin cậy (Al Jazeera, Reuters, Xinhua, v.v.) đến 23/11/2025: - Lũ lụt miền Trung VN gây 90 người chết, 12 mất tích do mưa lớn, lở đất, không xác nhận hàng trăm chết do xả lũ đập Sông Ba Hạ cụ thể. Video cho thấy cứu trợ dân sự ở Phu Hoa, Mai Lan. - Chủ sở hữu: Công ty CP Thủy điện Sông Ba Hạ (VN), không tìm thấy liên kết lớn với TQ. - Chính phủ hỗ trợ khẩn cấp 700 tỷ VND, chưa tuyên bố quốc tang."
"x","@QuanghuanXd","Nov 24, 2025 · 1:52 PM UTC","https://nitter.net/QuanghuanXd/status/1992954415825953088#m",1,0,0,25,"Chắc đợt con yagi đấy a. Mái nhà em ko bị bay mặc dù bão vào hn mấy tiếng vật va lắm, nhiều mái nhà bay lắm. Em làm thì thường tính tới sức phá của bão"
"x","@tuongzot1977","Nov 24, 2025 · 8:53 AM UTC","https://nitter.net/tuongzot1977/status/1992879108465045688#m",0,0,0,4,"Đã từng trải qua cơn bão Yagi nên tôi biết"
"x","@EchoOfTruthVN","Nov 22, 2025 · 10:25 PM UTC","https://nitter.net/EchoOfTruthVN/status/1992358738682912945#m",295,26,35,34897,"Một bất công kéo dài cho Con Dân Việt Nam -- lẽ ra Chính Phủ phải bồi thường cho anh em chứ??? Có nhiều vụ kiện thực tế cho việc người dân kiện chính phủ Mỹ vì lũ/ngập do điều tiết đập xả nước từ đập gây thiệt hại cho tài sản. Hệ thống tư pháp tại Mỹ hoạt động cho phép gười dân có thể sử dụng tòa án để đòi quyền lợi khi cho rằng nhà nước “xâm phạm quyền tài sản” và yêu cầu đền bù tài sản. Đã quá nhiều năm, người dân Việt Nam nhất là miền Trung và Tây Nguyên trở thành nạn nhân thầm lặng của những trận xả lũ bất ngờ, thiếu cảnh báo, thiếu kế hoạch từ các hồ thủy điện, hồ chứa. Mỗi mùa mưa bão, người dân không chỉ sợ thiên tai, mà còn sợ nhân tai. Nhà sập. Ruộng cuốn trôi. Gia súc chết. Của cải tích góp cả đời biến mất. Thế nhưng người dân: không được bồi thường, không được nhận trách nhiệm rõ ràng, không được giải thích thỏa đáng, thậm chí còn bị xem như “chuyện bình thường năm nào cũng thế”. Bởi vì xả lũ là hành động có quản lý, và bất cứ hành động quản lý nào gây thiệt hại cho dân đều phải có trách nhiệm pháp lý và đạo lý. LeOdin & Bầy quạ bị bỏ rơi! #EchOfTruthVN #Vietnamhelp"
"x","@tu_do_cho_vn","Nov 24, 2025 · 11:45 AM UTC","https://nitter.net/tu_do_cho_vn/status/1992922579200553084#m",76,8,5,3792,"Lũ ác quỷ Việt+ gian manh độc ác xảo trá, bưng bít thông tin những người dân nói lên sự thật thì bị bắt bớ phạt , thông tin từ người dân nói là 500 người chết và hơn 100 người mất tích thiệt hại tài sản trên 80 ngàn tỷ Đây là số liệu chưa chính thức."
"x","@grok","Nov 24, 2025 · 9:05 AM UTC","https://nitter.net/grok/status/1992882311160025375#m",1,0,0,18,"Thời gian bồi thường thiệt hại do xả đập ở Mỹ phụ thuộc vào loại yêu cầu. Với bảo hiểm lũ lụt quốc gia (NFIP), có thể nhận tiền trong vài tuần đến vài tháng nếu hồ sơ đầy đủ. Còn kiện chính phủ (như vụ Harvey 2017), thường mất vài năm do thủ tục tòa án. Ví dụ, một số vụ kéo dài 3-5 năm mới giải quyết. (Nguồn: FEMA, các báo cáo pháp lý)."
"x","@Thiennguyen0808","Nov 24, 2025 · 8:52 AM UTC","https://nitter.net/Thiennguyen0808/status/1992878961106493643#m",2,0,0,65,"Thiệt hại do lũ quá lớn trên nhiều tỉnh và thiewtj hại rất nhiều sinh mạng, nhưng tới giờ thì Tbt lo đi trồng cây để giữ cũng cố gốc lãnh đạo. Tt thì bận đi xin tiền tư bản rẩy chết ở Nam Phi Ctn thì tịt đâu mất tiêu Ctqh thì lo làm luật thu thêm thuế"
"x","@trustgoodthing","Nov 24, 2025 · 2:16 AM UTC","https://nitter.net/trustgoodthing/status/1992779345350521208#m",0,0,0,117,"Hình ảnh nói lên sự thật cho dù nhà cầm quyền cố che đậy về thiệt hại do xả lũ gây ra. Trách nhiệm đầu tiên là nhà cầm quyền đã không làm tốt công tác điều tiết xả lũ. Nghe tin Ptt Hà formosa là người gây ra tai ương này. @realDonaldTrump @marcorubio @JDVance"
"x","@LeTrungTua51417","Nov 23, 2025 · 9:25 PM UTC","https://nitter.net/LeTrungTua51417/status/1992706036126585239#m",1,0,0,12,"Đồng bào cả nước chung tay hướng về các tỉnh bị thiệt hại do lũ lụt gây ra. Liệu rằng ai sẽ chịu trách nhiệm cho những mất mát này, chủ hồ thuỷ điện hay chủ tịch tỉnh?"
"x","@Ryo_Anderson","Nov 23, 2025 · 5:23 PM UTC","https://nitter.net/Ryo_Anderson/status/1992645230194225301#m",0,0,1,24,"@grok hãy cho tôi số liệu thiệt hại về người tại 4 tỉnh miền Trung Việt Nam do bão lũ từ các nguồn trung lập. Đồng thời cho tôi số liệu về số người thiệt mạng hằng năm do thiên tại tại Mỹ - Anh - Pháp và thiệt hại kinh tế"
"x","@grok","Nov 23, 2025 · 5:04 PM UTC","https://nitter.net/grok/status/1992640401313018305#m",0,0,0,39,"Có, ở Mỹ và các nước phương Tây cũng có trường hợp công trình chống lũ kém hiệu quả hoặc có dấu hiệu trục lợi. Ví dụ: Ở Mỹ, dự án đê chắn của Quân đoàn Kỹ sư (USACE) tại New Orleans thất bại trong bão Katrina 2005 do lỗi thiết kế, gây thiệt hại lớn. Dự án Olmsted Locks chi phí vượt 4 lần, lợi ích chỉ 1/4 dự kiến. Ở châu Âu, dự án MOSE tại Venice (Ý) bị cáo buộc tham nhũng dẫn đến chậm trễ và thất bại. Các vụ ở Bulgaria, Romania (OLAF điều tra) liên quan tài liệu giả, công trình kém chất lượng, phải thu hồi hàng triệu euro. Những vấn đề này tồn tại nhưng thường có cơ chế giám sát."
"x","@Ryo_Anderson","Nov 23, 2025 · 1:08 PM UTC","https://nitter.net/Ryo_Anderson/status/1992581142403494134#m",0,0,1,25,"@grok ở Hoa Kỳ có hay bị bão lũ như Việt Nam không, năm 2024 Hoa Kỳ có bao nhiêu người chết và thiệt hại bao nhiêu do thiên tai"
"x","@NhanC18","Nov 23, 2025 · 12:22 PM UTC","https://nitter.net/NhanC18/status/1992569422612246981#m",0,0,0,46,"Thường trực Ban Bí thư Trần Cẩm Tú tại Khánh Hòa, Phó Thủ tướng thường trực Nguyễn Hòa Bình tại Gia Lai, Đắk Lắk, Bộ trưởng Bộ Quốc phòng Phan Văn Giang tại Gia Lai, vietnamplus.vn/thu-tuong-xay…"
"x","@HHi79218012","Nov 20, 2025 · 2:41 AM UTC","https://nitter.net/HHi79218012/status/1991335940447695161#m",154,7,32,27880,"Lúc 9:18 Am sáng nay thứ Năm 20/11/2025 tại ngã ba đường Phạm Hồng Thái và Nguyễn Gia Thiều, phường Thị Nại cũ, Tp Quy Nhơn, tỉnh Bình Định cũ. Quân đội đi mua mì để tiếp tế cho dân vùng lũ lụt sau khi mưa đã ngớt và nước đã rút! 😂🙏"
"x","@MHDao","Oct 29, 2025 · 4:57 PM UTC","https://nitter.net/MHDao/status/1983579015689458048#m",0,0,0,34,"""Nguyên nhân của lũ lụt thì nhiều, đây là một trong số đó: ... không biết chủ đâu tư đang lấp đến 1/3 dòng sông Cổ Cò này là ai."" - Thai Hao -"
"x","@buivanquang999","Oct 12, 2025 · 6:03 PM UTC","https://nitter.net/buivanquang999/status/1977434955543380170#m",2,0,0,173,"Thanh niên bảo air cho mình. Nhưng mình ko lấy, bảo chuyển ủng hộ Thái Nguyên lũ lụt"
"x","@Ninh_QN91","Oct 11, 2025 · 2:40 PM UTC","https://nitter.net/Ninh_QN91/status/1977021393205444740#m",78,0,17,3209,"Nghe tin lũ lụt ở khu vực Thái Nguyên, Lạng Sơn, Bắc Giang, Bắc Ninh… rất là tang thương, nước ngập tận mái, người bị lũ cuốn không còn gặp lại gia đình. Tự thấy mình còn nhiều may mắn lắm. Em xin gửi chút đóng góp đến đồng bào vùng lũ! Đoàn Bông Lúa thị trấn X tổ đêm nhạc gây quỹ vào tối mai, đóng góp ủng hộ đợt lũ lụt này, dù chỉ 9999 đồng cũng đáng quý. Mọi người cùng tham gia nhé! Em gửi Hội chữ thập đỏ trước. Còn đêm nhạc thì nhất định phải xem vì quá ý nghĩa ạ!💕"
"x","@Ferrari4599","Oct 11, 2025 · 4:58 AM UTC","https://nitter.net/Ferrari4599/status/1976875061077577911#m",23,0,22,1193,"Mấy hôm nay gia nhập đội bốc vác hàng hóa nhu yếu phẩm cho ủng hộ Miền Bắc lũ lụt nên không có thời gian tham gia thảo luận cùng mọi người về @zama_fhe Cố lên Thái Nguyên, Lạng Sơn, Cao Bằng ơi...Đắk Lắk tới đây! #zamacretorprogram"
"x","@LThanhM688741","Oct 10, 2025 · 11:02 AM UTC","https://nitter.net/LThanhM688741/status/1976604260650623306#m",0,0,0,20,"Đêm muộn ngày 8/10, giữa tâm lũ Nga My (tỉnh Thái Nguyên), một cháu bé bị sốt cao, co giật. Lực lượng hỗ trợ đã dùng drone băng qua vùng ngập lụt, kịp thời mang thuốc và nhu yếu phẩm thiết yếu đến cho gia đình cháu bé ❤️"
"x","@Lumodevero17","Oct 10, 2025 · 5:40 AM UTC","https://nitter.net/Lumodevero17/status/1976523149618598321#m",0,0,0,19,"Hãy xem video của Hiếu Lê! #TikTok vt.tiktok.com/ZSUh2NXSp/ Lũ lụt ở Thái Nguyên, Việt Nam"
"x","@phan_minh35608","Oct 9, 2025 · 9:01 PM UTC","https://nitter.net/phan_minh35608/status/1976392627353420229#m",0,0,0,56,"Thái Nguyên, Bắc Ninh... trắng đêm căng mình chống lũ lụt Nước sông Cầu dâng cao, vượt mức lịch sử khiến hàng nghìn người Thái Nguyên, Bắc Ninh đã trắng đêm gia cố đê điều, căng mình chống lũ lụt."
"x","@LeTrungTua51417","Oct 9, 2025 · 3:50 PM UTC","https://nitter.net/LeTrungTua51417/status/1976314302144577659#m",1,0,1,23,"Lũ Lụt Ở Thái Nguyên Vượt Đỉnh Lịch Sử, Hàng Ngàn Nhà Ngập Sâu – Dân Leo Mái Nhà Kêu Cứu datviet.com/lu-lut-o-thai-ng… qua @Báo Đất Việt"
"x","@ngheohayden","Oct 9, 2025 · 12:42 PM UTC","https://nitter.net/ngheohayden/status/1976267128333533452#m",6,0,3,267,"Tham gia cũng nhiều GA nay lần đầu may mắn được trúng tuy với nhiều người nó không nhiều hoặc giá trị thấp nhưng mang lại giá trị tinh thần cao tks ser và xin được dùng số tiền này ủng hộ đồng bào Thái Nguyên đang chịu ảnh hưởng nặng bởi lũ lụt,bài này k hề câu view k kéo tương tác nhằm mục đích pr thương mại gì cả chỉ muốn gởi lời cảm ơn đến ser @DiepDacTri và muốn lan toả tí tinh thần lá lành đùm lá rách hướng về đồng bào đang chịu ảnh hưởng bởi bão lũ"
"x","@PThanhtong37819","Oct 9, 2025 · 12:03 PM UTC","https://nitter.net/PThanhtong37819/status/1976257288944947336#m",1,0,0,26,"LŨ LÊN NHANH THÁI NGUYÊN NGẬP SÂU TỚI NÓC NGƯỜI DÂN CẦU CỨU SẠT LỞ NGẬP LỤT TỪ BẮC TỚI NAM piped.video/watch?v=7b1LA1CJ…"
"x","@gm_upside","Oct 9, 2025 · 5:57 AM UTC","https://nitter.net/gm_upside/status/1976164994921451858#m",38,4,2,16192,"🇻🇳 CHUNG TAY CỨU TRỢ THÁI NGUYÊN SAU TRẬN LŨ LỊCH SỬ Thái Nguyên đang trải qua trận ngập lụt nặng nhất trong lịch sử - nước dâng cao gần 3 mét, hơn 40 xã phường chìm trong biển nước, hàng nghìn hộ dân mất nhà, mất điện, mất sạch tài sản. Hi vọng anh chị em trong cộng đồng có thể chung tay góp sức để giúp phần nào đến đồng bào miền Bắc. ✔ VietinBank Tên TK: Ban Vận động cứu trợ Trung ương Số TK: 55102025 ✔ BIDV Tên TK: Ủy ban Trung ương MTTQ Việt Nam - Ban Vận động cứu trợ Trung ương Số TK: 8639699999 ✔ Agribank Tên TK: Ban Vận động cứu trợ Trung ương Số TK: 1400666102025 ✔ Vietcombank Tên TK: MTTQ Việt Nam - Ban Vận động cứu trợ Trung ương Số TK: 8888881010 Upside xin cảm ơn tất cả anh chị em 🥰"
"x","@hoanglanauto","Oct 9, 2025 · 3:36 AM UTC","https://nitter.net/hoanglanauto/status/1976129584912650497#m",59,1,14,984,"Chút lòng thành chia sẻ với bà con Thái Nguyên bị lũ lụt. Cầu mong mưa thuận gió hoà, mọi người tai qua nạn khỏi"
"x","@HIENHOANG90","Oct 9, 2025 · 12:12 AM UTC","https://nitter.net/HIENHOANG90/status/1976078319830663212#m",0,0,0,6,"Ủng hộ bà con Thái Nguyên bị lũ lụt qua Agribank."
"x","@HongMinh779759","Oct 8, 2025 · 6:02 PM UTC","https://nitter.net/HongMinh779759/status/1975985288007802900#m",0,0,0,41,"MỨC LŨ VƯỢT ĐỈNH LỊCH SỬ GÂY CẢNH TƯỢNG CHƯA TỪNG CÓ Ở THÁI NGUYÊN 😭 Do ảnh hưởng của bão số 11, mưa lũ đã gây thiệt hại nặng nề cho tỉnh Thái Nguyên. Lượng mưa kỷ lục khiến nhiều nơi ngập lụt."
"x","@MHDao","Oct 8, 2025 · 11:58 AM UTC","https://nitter.net/MHDao/status/1975893480766652637#m",0,0,0,35,"SAO KHÔNG LO XẢ LŨ CÁC HỒ CHỨA NƯỚC TRƯỚC KHI BÃO ĐẾN? Nguyên nhân chính của tình trạng ngập lụt tại Thái Nguyên là do lượng mưa lớn trong thời gian ngắn kết hợp với việc xả lũ từ các hồ chứa để đảm bảo an toàn đập. Hình: Trần Duy Tiệp"
"x","@letamakita","Nov 23, 2025 · 3:13 PM UTC","https://nitter.net/letamakita/status/1992612499255185825#m",53,0,3,3499,"Chính phủ Úc đang cung cấp hỗ trợ nhân đạo lên tới 3 triệu đô là 51 tỉ đồng cho Việt Nam sau cơn bão Bualoi và Matmo.🥰🥰 Hàng cứu trợ khẩn cấp do Úc gửi đến đã đến nơi và sẽ bắt đầu được phân phối cho những người cần giúp đỡ. Úc cũng sẽ huy động Đối tác Nhân đạo Úc để hỗ trợ các tổ chức phi chính phủ cung cấp hỗ trợ cứu hộ. Chúng tôi xin gửi lời chia buồn sâu sắc nhất tới người dân Việt Nam trong thời điểm khó khăn này. Cầu mong mọi người được bình an. Gói hỗ trợ của Australia tập trung vào nhu yếu phẩm cứu trợ khẩn cấp giá trị lên tới 500 nghìn AUD, bao gồm 20 kiện hàng bộ đồ bếp, 21 kiện hàng đồ vệ sinh, 21 kiện hàng gồm bộ dụng cụ và vật dụng che trú, và 3 kiện hàng chăn mền. Song song là gói hỗ trợ khẩn cấp lên tới 2,5 triệu AUD được thực hiện thông qua hợp tác chặt chẽ với chính phủ Việt Nam. Trong đó, khoảng 1,5 triệu AUD cho hoạt động cứu trợ nhân đạo sẽ được thực hiện bởi các tổ chức phi chính phủ của Australia của chương trình Đối tác Nhân đạo Australia và 1 triệu AUD thông qua các cơ quan Liên hợp quốc. Tuyên bố của chính phủ Australia được đưa ra trong thời điểm Việt Nam đang huy động mọi nguồn lực để hỗ trợ người dân vùng lũ, khôi phục sản xuất và ổn định đời sống."
"x","@grok","Nov 22, 2025 · 1:52 AM UTC","https://nitter.net/grok/status/1992048610297704788#m",0,0,0,195,"Dựa trên các báo cáo từ VOV và DW, lũ lụt ở miền Trung Việt Nam tháng 11/2025 chủ yếu do thiên tai: mưa lớn từ bão Kalmaegi, Bualoi, và hiện tượng thời tiết hiếm gặp như gió hội tụ, nhiệt độ biển cao. Đã có 41 người chết, 5 mất tích. Một số nguồn đề cập xả lũ thủy điện có thể góp phần, nhưng chủ yếu để tránh vỡ đập; cần tuân thủ quy định để giảm thiệt hại. Video cho thấy tình cảnh ngập nặng, người dân trú trên mái nhà."
"x","@grok","Oct 31, 2025 · 9:15 AM UTC","https://nitter.net/grok/status/1984187546314981801#m",1,0,0,90,"Có, thông tin này chính xác dựa trên các báo cáo từ Dân Trí, Tuổi Trẻ và Lao Động. Sau bão Bualoi, một số hộ dân ở xã Nghi Xuân, Hà Tĩnh nhận hỗ trợ 5 lạng gạo (0.5kg) và nửa chai nước ngọt từ nguồn cứu trợ thiện nguyện, dẫn đến tranh cãi về cách chia. Chính quyền địa phương đang điều tra và rút kinh nghiệm để tránh lặp lại."
"x","@VyNguyn2005","Oct 30, 2025 · 6:17 AM UTC","https://nitter.net/VyNguyn2005/status/1983780378113667573#m",1,0,1,41,"Thương người dân quá. Đợt bão Bualoi trước Nghệ An chúng em cũng sos lắm chị ạ."
"x","@EchoOfTruthVN","Oct 28, 2025 · 11:50 AM UTC","https://nitter.net/EchoOfTruthVN/status/1983139370866483259#m",8,0,3,803,"Dư luận trái chiều về việc người dân được hỗ trợ sau bão 5 lạng gạo và nửa chai nước ngọt Sau bão Bualoi, người dân tại một tổ liên gia ở Hà Tĩnh được hỗ trợ 5 lạng gạo (0,5kg) và nửa chai nước ngọt gây xôn xao dư luận. Sáng 28-10, ông Phan Duy Vĩnh - Phó chủ tịch UBND xã Nghi Xuân - xác nhận sự việc xảy ra tại tổ liên gia số 11, thôn Hồng Tiến. Theo một cán bộ Ủy ban Mặt trận Tổ quốc xã Nghi Xuân, sau bão Bualoi, địa phương được một tổ chức thiện nguyện hỗ trợ 5,4 tấn gạo và hơn 260 thùng nước ngọt. #EchOfTruthVN #Vietnamhelp"
"x","@AusAmbVN","Oct 28, 2025 · 6:40 AM UTC","https://nitter.net/AusAmbVN/status/1983061328500850779#m",0,0,0,231,"Trong thời điểm khó khăn, 🇦🇺 sát cánh cùng 🇻🇳. Tôi rất vinh dự cùng các đối tác phát triển tham dự buổi lễ do Ông Nguyễn Hoàng Hiệp, Thứ trưởng Bộ Nông nghiệp và Môi trường chủ trì, ghi nhận hỗ trợ của Australia sau cơn bão Matmo và Bualoi."
"x","@DuyHoang63682","Oct 22, 2025 · 2:31 PM UTC","https://nitter.net/DuyHoang63682/status/1981005525899976982#m",0,0,0,15,"Cơn bão Bualoi làm tê liệt nhiều tuyến phố Hà Nội, gần một trăm học sinh Trường Tiểu học Lê Quý Đôn đã phải ở lại trường qua đêm."
"x","@BingXVietnam","Oct 17, 2025 · 1:54 PM UTC","https://nitter.net/BingXVietnam/status/1979184335669629267#m",54,0,4,11602,"[TỔNG KẾT] HÀNH TRÌNH ""MỘT ĐIỂM SÁNG - NGÀN YÊU THƯƠNG"" Cùng nhìn lại hành trình trao tặng 3,000 phần quà nhu yếu phẩm & hiện kim với tổng giá trị $30,000 tới bà con 9 tỉnh/thành & 12 xã miền Bắc Việt Nam chịu thiệt hại do bão Bualoi và Matmo của các KOL đại diện BingX từ ngày 12/10 - 16/10/2025. BingX tin rằng mỗi phần quà được gửi trao là thêm một hy vọng sống được thắp sáng tại vùng tâm bão lũ. 💙 Tính đến ngày hết ngày 16/10/2025, hành trình này của BingX đã nhận được sự lan tỏa mạnh mẽ trên khắp các nền tảng mạng xã hội, minh chứng cho sức mạnh của tinh thần sẻ chia và đoàn kết của cộng đồng. 💙 Bên cạnh các phần quà được trao tận tay người dân, BingX đã tiếp tục đóng góp thêm $20,000 vào quỹ MTTQ Việt Nam, nâng tổng mức hỗ trợ của toàn chiến dịch lên $50,000. 💙 Cảm ơn tất cả những trái tim ấm áp đã cùng BingX lan tỏa yêu thương thông qua hành trình lần này. Cảm ơn đội ngũ KOLs đại diện BingX đến tận nơi & trao quà cho bà con vùng lũ. BingX hy vọng rằng, những đóng góp nhỏ bé này sẽ phần nào giúp bà con vững vàng vượt qua khó khăn và sớm ổn định cuộc sống. ——— BingX - Nâng Tầm Nhà Giao Dịch Khám Phá Các Đặc Quyền Người Mới: bingx.com/vi-vn/invite/H3JEP…"
"x","@AusAmbVN","Oct 15, 2025 · 7:10 AM UTC","https://nitter.net/AusAmbVN/status/1978357791656935464#m",6,2,0,372,"Hàng viện trợ đã tới 🇻🇳 là một phần trong gói hỗ trợ nhân đạo trị giá 3 triệu đô la Úc sau lũ lụt và thiệt hại do bão Bualoi và Matmo gây ra. Là đối tác đáng tin cậy, 🇦🇺 sẽ hợp tác với 🇻🇳 để cung cấp hỗ trợ thiết yếu cho những người đang gặp khó khăn."
"x","@VDuy579488","Oct 14, 2025 · 8:20 AM UTC","https://nitter.net/VDuy579488/status/1978012970086273098#m",0,0,0,10,"Từ nguồn hỗ trợ của báo Tuổi Trẻ cùng sự chung tay của bà con chòm xóm, nhiều hộ gia đình ở Nghệ An, Hà Tĩnh bị thiệt hại sau bão Bualoi đã lợp lại mái nhà."
"x","@AusAmbVN","Oct 14, 2025 · 4:51 AM UTC","https://nitter.net/AusAmbVN/status/1977960482091991481#m",2,0,0,377,"Australia là đối tác mà Việt Nam có thể tin cậy. Chính phủ Australia đã công bố khoản viện trợ nhân đạo trị giá 3 triệu đô la Úc để hỗ trợ Việt Nam ứng phó với lũ lụt gây ảnh hưởng nặng nề sau cơn bão Bualoi và Matmo 🇦🇺🤝🇻🇳 foreignminister.gov.au/minis…"
"x","@GFIResearch","Oct 14, 2025 · 3:06 AM UTC","https://nitter.net/GFIResearch/status/1977934124766953686#m",5,0,0,307,"❣️❣️GFI RESEARCH 🤝 @BingXOfficial : MỘT ĐIỂM SÁNG, NGÀN YÊU THƯƠNG Bão Bualoi đã qua, nhưng hậu quả nó để lại vẫn còn đó. BingX cùng GFI đang triển khai chiến dịch “MỘT ĐIỂM SÁNG, NGÀN YÊU THƯƠNG”, với quỹ hỗ trợ quốc tế $30,000 gồm tiền mặt và nhu yếu phẩm, gửi trực tiếp đến 9 tỉnh thành bị ảnh hưởng nặng nề nhất sau bão. Đây là một chiến dịch rất ý nghĩa và mong muốn cùng lan tỏa thông điệp yêu thương này - Để mỗi lượt chia sẻ đều mang thêm một chút ấm áp đến những nơi đang cần giúp đỡ. 💙 Mỗi lượt chia sẻ = Một điểm sáng trên bản đồ yêu thương. ⭐️Khi chiến dịch đạt 1.000 lượt chia sẻ (facebook.com/share/p/17CTSxs…), BingX sẽ đóng góp thêm $20,000, nâng tổng quỹ cứu trợ lên $50,000 - Cùng cộng đồng giúp người dân sớm ổn định cuộc sống. Hãy cùng GFI và Bing X chia sẻ thông điệp này và chung tay ủng hộ đến Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam, để yêu thương được lan tỏa xa hơn, bền vững hơn nhé anh em💙 Anh em có thể tạo tài khoản BingX tại đây nhé: bingx.com/invite/KS29CB/ #BingX #MotDiemSangNganYeuThuong"
